OBJECTID,RTE,RTE_SFX,DISTRICT,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,EAL,EST_YEAR,EST_CODE,longitude,latitude,RouteType,route_type_matched
1840,175,,1,LAK,,19.62,,A,COBB POST OFFICE,2900,211,7.28,14,17,V,-122.72016542610226,38.82192685709835,State,True
1842,175,,1,LAK,,28.038,,B,JCT. RTE. 29,2700,353,13.06,25,17,V,-122.61525384577813,38.75239206717414,State,True
1844,175,,1,LAK,,8.254,,A,JCT. RTE. 29,840,27,3.18,3,16,E,-122.79221741217265,38.94260900876764,State,True
1846,175,,1,MEN,,0.0,,A,"HOPLAND, JCT. RTE. 101",2250,143,6.36,18,18,V,-123.11662157484587,38.97124671296192,State,True
1848,177,,8,RIV,,0.26,,A,KAISER MINE ROAD,2700,378,14.0,90,93,V,-115.39995118156102,33.71438490608427,State,True
1850,177,,8,RIV,,0.0,,A,JCT. RTE. 10,3400,255,7.5,48,78,E,-115.40027699332803,33.71049815916563,State,True
1852,177,,8,RIV,,27.024,,B,JCT. RTE. 62,2700,521,19.3,154,78,E,-115.21968765756354,34.047054025258376,State,True
1854,178,S,6,KER,S,1.736,R,A,JCT. RTE. 178 EB,2150,65,3.0,8,3,E,-119.01423074961227,35.380019226241785,State,True
1855,178,S,6,KER,S,2.163,,B,NORTH JCT. RTE. 204,2200,110,5.0,13,3,E,-119.00704792121176,35.38096636104729,State,True
1857,178,,6,KER,R,2.009,,A,"BAKERSFIELD, JCT. RTE. 204",63000,3780,6.0,297,4,E,-119.0098664914169,35.38205727274672,State,True
1859,178,,6,KER,R,42.941,,A,JCT. RTE. 155,3500,292,8.34,17,18,V,-118.47823920424305,35.62803677588792,State,True
1861,178,,6,KER,R,42.941,,B,JCT. RTE. 155,3750,342,9.13,31,18,V,-118.47823920424305,35.62803677588792,State,True
1863,178,,6,KER,R,5.641,,A,"BAKERSFIELD, OSWELL STREET",46000,2056,4.47,127,18,V,-118.94979904902789,35.39624134127316,State,True
1865,178,,6,KER,R,5.641,,B,"BAKERSFIELD, OSWELL STREET",55000,3300,6.0,301,4,E,-118.94979904902789,35.39624134127316,State,True
1867,178,,6,KER,T,9.614,,A,JCT. RTE. 184,14900,1599,10.73,81,20,V,-118.87980279639976,35.398282442224236,State,True
1869,178,,6,KER,T,9.614,,B,JCT. RTE. 184,14600,2044,14.0,97,20,V,-118.87980279639976,35.398282442224236,State,True
1871,178,,6,KER,,0.0,,A,JCT. RTES. 99/58,55000,4950,9.0,1135,4,E,-119.04452355975693,35.38304218770652,State,True
1873,178,,8,SBD,,14.778,,B,TRONA ROAD,2000,240,12.0,77,91,V,-117.3920980995866,35.68131751513773,State,True
1875,178,,8,SBD,,7.35,,A,TRONA ROAD,2000,200,10.0,59,91,E,-117.51056901699758,35.6470030572089,State,True
1877,178,,8,SBD,,7.35,,B,TRONA ROAD,2200,176,8.0,47,91,E,-117.51056901699758,35.6470030572089,State,True
1879,178,,9,INY,,28.0,,A,"DEATH VALLEY MONUMENT, SO. BOUNDARY",250,15,6.07,1,7,V,-116.49216673998275,35.9112153728115,State,True
1881,178,,9,INY,,42.92,,B,JCT. RTE. 127,70,4,5.5,1,3,V,-116.27489872314541,35.99634356071118,State,True
1883,178,,9,INY,,42.93,,A,JCT. RTE. 127,950,86,9.1,12,94,V,-116.2703953689131,35.972726112129955,State,True
1885,178,,9,INY,,62.186,,B,NEVADA STATE LINE,950,135,14.21,15,22,V,-116.10833108914109,36.167187966667015,State,True
1887,178,,9,KER,R,88.453,,A,JCT. RTE. 14,3160,348,11.0,45,13,V,-117.88243192442744,35.639542006310805,State,True
1889,178,,9,KER,R,93.237,,A,JCT. RTE. 395,6400,270,4.22,47,13,E,-117.8007221157032,35.65145744326771,State,True
1891,178,,9,KER,R,93.237,,B,JCT. RTE. 395,3000,225,7.5,51,4,E,-117.8007221157032,35.65145744326771,State,True
1893,178,,9,KER,,102.616,,A,RIDGECREST BLVD/CHINA LAKE,10500,315,3.0,51,4,E,-117.66994216426563,35.62251845209791,State,True
1895,178,,9,KER,,102.616,,B,RIDGECREST BLVD/CHINA LAKE,19800,693,3.5,104,4,E,-117.66994216426563,35.62251845209791,State,True
1897,178,,9,KER,,57.076,,A,KELSO VALLEY ROAD,2500,205,8.2,12,15,E,-118.3031632102629,35.66417338881675,State,True
1899,178,,9,KER,,88.26,,B,JCT. RTE. 14,1470,319,21.71,44,22,V,-117.90306929694533,35.60161056874878,State,True
1901,17,,4,SCL,,0.108,,A,JCT. RTE. 35 NORTHWEST,54000,1631,3.02,274,4,V,-121.98487111585425,37.14555127599845,State,True
1903,17,,4,SCL,,0.108,,B,JCT. RTE. 35 NORTHWEST,51000,1571,3.08,264,4,V,-121.98487111585425,37.14555127599845,State,True
1905,17,,4,SCL,,4.06,,B,BEAR CREEK ROAD,54000,1831,3.39,361,1,V,-121.99283840526314,37.19020478498947,State,True
1907,17,,4,SCL,,7.073,,A,"LOS GATOS, JCT. RTE. 9 WEST",82000,4576,5.58,338,22,V,-121.97496939610916,37.22658262135076,State,True
1909,17,,5,SCR,,0.0,,A,"SANTA CRUZ, JCT. RTE. 1",74000,2220,3.0,308,15,E,-122.02182682568264,36.98976852773132,State,True
1911,180,,6,FRE,R,71.334,,A,ACADEMY AVE,17900,2227,12.44,251,21,V,-119.55630569776363,36.73592360881367,State,True
1913,180,,6,FRE,,108.128,,B,JCT. RTE. 245 SOUTH,1550,140,9.0,7,19,V,-119.00005639803415,36.719722937153975,State,True
1915,180,,6,FRE,,112.09,,A,"NORTH BOUNDARY GENERAL GRANT GROVE, KINGS CANYON NATIONAL PARK",1050,76,7.27,5,16,E,-118.95938519420692,36.755969606749915,State,True
1917,180,,6,FRE,,116.85,,A,HUME LAKE ROAD,710,61,8.57,3,16,E,-118.93537348986878,36.80183490879684,State,True
1919,180,,6,FRE,,34.59,,A,JAMES ROAD,8100,1134,14.0,268,15,E,-120.20513259308362,36.73453641571482,State,True
1921,180,,6,FRE,,34.59,,B,JAMES ROAD,7300,684,9.37,130,11,E,-120.20513259308362,36.73453641571482,State,True
1923,180,,6,FRE,,40.11,,A,SHASTA AVE,8600,1051,12.22,171,21,E,-120.10540543909747,36.734716654851354,State,True
1925,180,,6,FRE,,42.639,,A,"KERMAN, JCT. RTE. 145",16000,1974,12.34,178,19,V,-120.06015751922193,36.734904590231146,State,True
1927,180,,6,FRE,,42.639,,B,"KERMAN, JCT. RTE. 145",16300,1467,9.0,160,21,E,-120.06015751922193,36.734904590231146,State,True
1929,180,,6,FRE,,87.706,,A,JCT. RTE. 63 SOUTH,4550,371,8.16,20,19,V,-119.28670719361908,36.73038418665099,State,True
1931,180,,6,FRE,,87.706,,B,JCT. RTE. 63 SOUTH,3650,247,6.76,14,19,V,-119.28670719361908,36.73038418665099,State,True
1933,180,,6,TUL,,110.829,,B,"NORTH BOUNDARY GENERAL GRANT GROVE, KINGS CANYON NATIONAL PARK",1050,76,7.27,5,16,E,-118.96390988702044,36.71632819818969,State,True
1935,182,,9,MNO,,0.0,,A,"BRIDGEPORT, JCT. RTE. 395",1000,197,19.7,20,16,V,-119.22310964255638,38.25513729223808,State,True
1937,182,,9,MNO,,12.651,,B,NEVADA STATE LINE,290,127,43.68,21,22,V,-119.16151924494369,38.417627045269036,State,True
1939,183,,5,MON,,0.0,,A,"SALINAS, JCT. RTE. 101",29000,2523,8.7,279,17,E,-121.65320086622505,36.68728994524903,State,True
1941,183,,5,MON,,1.821,,B,"SALINAS, WEST CITY LIMITS",17700,2301,13.0,385,17,E,-121.67308128055528,36.68418193801806,State,True
1943,183,,5,MON,,9.006,,B,"CASTROVILLE, JCT. RTE. 156",25500,4080,16.0,651,17,E,-121.75221621224804,36.761509717813425,State,True
1945,183,,5,MON,,9.98,,B,"NORTH, CASTROVILLE, JCT. RTE. 1",12900,2193,17.0,406,17,E,-121.76541400258586,36.77080590470398,State,True
1947,184,,6,KER,L,0.0,,A,JCT. RTE. 223,4450,677,15.22,124,21,V,-118.91451839986202,35.20871294094623,State,True
1949,184,,6,KER,R,12.031,,B,JCT. RTE. 178,3550,313,8.81,17,21,V,-118.88248230290732,35.398034225637026,State,True
1951,184,,6,KER,,7.937,,A,JCT. RTE. 58,21200,1030,4.86,113,6,E,-118.91410513440714,35.35230769434891,State,True
1953,184,,6,KER,,7.937,,B,JCT. RTE. 58,19300,2316,12.0,383,21,E,-118.91410513440714,35.35230769434891,State,True
1955,184,,6,KER,,9.6,,B,"BAKERSFIELD, NILES STREET",13300,983,7.39,78,21,V,-118.91420009890906,35.37626109880161,State,True
1957,185,,4,ALA,,10.37,,B,"OAKLAND, 44TH AVE/12TH STREET",26500,647,2.44,46,2,V,-122.21396496562186,37.771982787052025,State,True
1959,185,,4,ALA,,10.519,,B,"OAKLAND, HIGH/ 12TH STREETS",3300,291,8.83,18,0,V,-122.21615866322377,37.77304530668164,State,True
1961,185,,4,ALA,,5.728,,A,JCT. RTE. 112 WEST,19400,274,1.41,14,0,V,-122.15687055785276,37.725790440716374,State,True
1963,185,,4,ALA,,5.728,,B,JCT. RTE. 112 WEST,23200,376,1.62,24,3,V,-122.15687055785276,37.725790440716374,State,True
1965,186,,11,IMP,,0.0,,A,MEXICAN BOUNDARY,3850,266,6.9,38,94,E,-114.72848300498794,32.71813704289203,State,True
1967,186,,11,IMP,,2.07,,B,JCT. RTE. 8,9100,601,6.6,86,94,E,-114.7201043743155,32.74347612202754,State,True
1969,187,,7,LA,,8.802,,B,"LOS ANGELES, JCT. RTE. 10",37500,1451,3.87,91,6,V,-118.37546209559417,34.03654363721444,State,True
1971,187,,7,LA,,8.905,,B,"LOS ANGELES, CADILLAC AVENUE",46500,1483,3.19,89,6,V,-118.3739201787315,34.037409480097615,State,True
1973,188,,11,SD,,0.0,,A,MEXICO BOUNDARY,8300,855,10.3,160,96,E,-116.62747207683495,32.576298089070185,State,True
1975,188,,11,SD,,1.85,,B,JCT. RTE. 94,7700,793,10.3,149,96,E,-116.64322980342443,32.598032772932555,State,True
1977,189,,8,SBD,,0.0,,A,JCT. RTE. 18,3600,216,6.0,8,88,V,-117.2513056589429,34.22832133390134,State,True
1979,189,,8,SBD,,5.565,,B,JCT. RTE. 173,4650,186,4.0,9,86,V,-117.18959573599008,34.24856774510647,State,True
1981,18,,8,SBD,R,17.732,,A,JCT. RTE. 138 NORTH,9000,2052,22.8,129,84,E,-117.29024235878867,34.2280783926916,State,True
1983,18,,8,SBD,R,17.732,,B,JCT. RTE. 138 NORTH,16000,2096,13.1,162,84,V,-117.29024235878867,34.2280783926916,State,True
1985,18,,8,SBD,R,96.577,,A,"VICTORVILLE, NORTH JCT. RTE. 15",40000,3520,8.8,447,92,V,-117.32286470258599,34.507774676174144,State,True
1987,18,,8,SBD,T,6.179,,A,"SAN BERNARDINO, JCT. RTE. 210",28000,2968,10.6,361,84,E,-117.27861632914393,34.145161970716295,State,True
1989,18,,8,SBD,T,7.548,,A,"SAN BERNARDINO, 40TH STREET",17200,1445,8.4,118,84,E,-117.27865650360006,34.16498975811079,State,True
1991,18,,8,SBD,T,8.264,,A,"SAN BERNARDINO, SIERRA WAY",16000,1632,10.2,130,84,E,-117.27854779577258,34.17537722274485,State,True
1993,18,,8,SBD,,100.956,,A,JCT. RTE. 395,9100,672,7.38,122,3,E,-117.39955824959343,34.506684994302255,State,True
1995,18,,8,SBD,,100.956,,B,JCT. RTE. 395,19300,1505,7.8,256,93,V,-117.39955824959343,34.506684994302255,State,True
1997,18,,8,SBD,,20.612,,A,JCT. RTE. 189 NORTH,10500,1911,18.2,120,84,E,-117.25118981939038,34.228352660738004,State,True
1999,18,,8,SBD,,24.712,,A,JCT. RTE. 173 NORTH,5200,681,13.1,41,84,E,-117.19645031998577,34.2339216856827,State,True
2001,18,,8,SBD,,24.712,,B,JCT. RTE. 173 NORTH,12000,2076,17.3,127,84,E,-117.19645031998577,34.2339216856827,State,True
2003,18,,8,SBD,,25.81,,A,KUFFEL CANYON ROAD,5400,697,12.9,39,84,E,-117.17942786069767,34.23537701036579,State,True
2005,18,,8,SBD,,31.651,,A,WEST JCT. RTE. 330,5200,499,9.6,34,84,E,-117.10802036284305,34.20555465131467,State,True
2007,18,,8,SBD,,31.651,,B,WEST JCT. RTE. 330,5000,635,12.7,36,84,E,-117.10802036284305,34.20555465131467,State,True
2009,18,,8,SBD,,31.903,,A,JCT. RTE. 330 SOUTH,11400,821,7.2,68,89,V,-117.10425015605345,34.2048087847601,State,True
2011,18,,8,SBD,,34.52,,B,GREEN VALLEY LAKE ROAD,8350,944,11.3,61,84,E,-117.07164208109616,34.21926616418473,State,True
2013,18,,8,SBD,,44.319,,A,JCT. RTE. 38 NORTHEAST,5500,688,12.5,58,88,V,-116.97813762535505,34.24200138065239,State,True
2015,18,,8,SBD,,44.319,,B,JCT. RTE. 38 NORTHEAST,7000,770,11.0,62,88,E,-116.97813762535505,34.24200138065239,State,True
2017,18,,8,SBD,,53.917,,B,JCT. RTE. 38 EAST,16400,1804,11.0,168,88,E,-116.84559671095761,34.2611714657678,State,True
2019,18,,8,SBD,,54.537,,A,JCT. RTE. 38 WEST,5800,742,12.8,85,92,V,-116.84682115421572,34.27034912825559,State,True
2021,18,,8,SBD,,58.44,,A,BALDWIN LAKE ROAD,3500,441,12.6,50,88,V,-116.81031397500533,34.29097523089092,State,True
2023,18,,8,SBD,,58.44,,B,BALDWIN LAKE ROAD,2700,213,7.9,16,91,E,-116.81031397500533,34.29097523089092,State,True
2025,18,,8,SBD,,73.783,,A,"LUCERNE VALLEY, JCT. RTE. 247",9500,1786,18.8,402,91,E,-116.94999061913295,34.44387772415918,State,True
2027,18,,8,SBD,,73.783,,B,"LUCERNE VALLEY, JCT. RTE. 247",7300,1307,17.9,340,87,E,-116.94999061913295,34.44387772415918,State,True
2029,18,,8,SBD,,84.325,,A,BEAR VALLEY CUTOFF,5800,864,14.9,155,87,E,-117.12527379156711,34.47379159699487,State,True
2031,18,,8,SBD,,84.325,,B,BEAR VALLEY CUTOFF,12000,2340,19.5,529,90,E,-117.12527379156711,34.47379159699487,State,True
2033,18,,8,SBD,,9.15,,A,WATERMAN CANYON ROAD,16000,1632,10.2,126,84,E,-117.273892275016,34.18255738014414,State,True
2035,18,,8,SBD,,94.39,,A,APPLE VALLEY ROAD,49000,5831,11.9,544,93,V,-117.27247985658973,34.54013329974386,State,True
2037,18,,8,SBD,,94.39,,B,APPLE VALLEY ROAD,35000,4095,11.7,451,93,V,-117.27247985658973,34.54013329974386,State,True
2039,18,,8,SBD,,96.571,,B,"VICTORVILLE, NORTH JCT. RTE. 15",30000,2250,7.5,254,92,V,-117.30067322396532,34.54530893111816,State,True
2041,190,,6,TUL,R,15.241,,A,"PORTERVILLE, JCT. RTE. 65",27500,2090,7.6,331,20,V,-119.03899191120543,36.05157032510359,State,True
2043,190,,6,TUL,R,15.241,,B,"PORTERVILLE, JCT. RTE. 65",10800,1174,10.87,167,20,V,-119.03899191120543,36.05157032510359,State,True
2045,190,,6,TUL,R,32.704,,A,BALCH PARK DRIVE,850,75,8.87,4,20,V,-118.80763100201992,36.139037239736375,State,True
2047,190,,6,TUL,R,32.704,,B,BALCH PARK DRIVE,2750,207,7.54,12,20,V,-118.80763100201992,36.139037239736375,State,True
2049,190,,6,TUL,,0.0,,A,"TIPTON, JCT. RTE. 99",5100,1222,23.96,234,21,V,-119.31100789137403,36.05128238633568,State,True
2051,190,,6,TUL,,18.453,,A,HOSPITAL ROAD,9500,1259,13.25,103,20,V,-118.98158909383298,36.051145789032525,State,True
2053,190,,6,TUL,,18.453,,B,HOSPITAL ROAD,10800,864,8.0,106,14,E,-118.98158909383298,36.051145789032525,State,True
2055,190,,6,TUL,,22.55,,A,GOVERNMENT ROAD TO SUCCESS DAM,6500,815,12.54,69,20,V,-118.91516879180581,36.05639609973577,State,True
2057,190,,6,TUL,,47.98,,A,CAMP NELSON ROAD,380,43,11.22,3,20,V,-118.6166454517942,36.13955849392253,State,True
2059,190,,6,TUL,,47.98,,B,CAMP NELSON ROAD,770,91,11.83,5,20,E,-118.6166454517942,36.13955849392253,State,True
2061,190,,6,TUL,,56.567,,B,QUAKING ASPEN CAMP,290,32,10.97,2,20,E,-118.5447643109178,36.12336536293662,State,True
2063,190,,6,TUL,,9.474,,A,"POPLAR, COUNTY ROAD 192",6200,930,15.0,156,20,V,-119.14310737757532,36.05124988895539,State,True
2065,190,,6,TUL,,9.474,,B,"POPLAR, COUNTY ROAD 192",4450,732,16.46,144,20,V,-119.14310737757532,36.05124988895539,State,True
2067,190,,9,INY,,110.72,,A,FURNACE CREEK RANCH,1200,47,3.9,3,7,E,-116.86519192006658,36.45710530104513,State,True
2069,190,,9,INY,,140.692,,B,"DEATH VALLEY JUNCTION, JCT. RTE. 127",1100,101,9.2,8,22,V,-116.41520925177515,36.30463320771771,State,True
2071,190,,9,INY,,24.55,,A,JCT. RTE. 136 NORTHWEST,430,44,10.21,10,7,V,-117.82439233177428,36.43004113824492,State,True
2073,190,,9,INY,,24.55,,B,JCT. RTE. 136 NORTHWEST,430,7,1.67,0,7,E,-117.82439233177428,36.43004113824492,State,True
2075,190,,9,INY,,9.85,,A,"OLANCHA, JCT. RTE. 395",360,52,14.55,13,7,V,-118.00613319813854,36.2821971292767,State,True
2077,191,,3,BUT,,11.386,,B,"PARADISE, PEARSON ROAD",4350,194,4.46,26,6,E,-121.60776609407544,39.75224789890109,State,True
2079,192,,5,SB,R,0.019,,A,JCT. RTE. 154,11500,690,6.0,41,17,E,-119.76238321874874,34.45129889820703,State,True
2081,192,,5,SB,,1.64,,A,"SANTA BARBARA, ONTARE ROAD",10400,624,6.0,53,17,E,-119.73790263156152,34.45048455965892,State,True
2083,192,,5,SB,,1.64,,B,"SANTA BARBARA, ONTARE ROAD",10200,612,6.0,32,17,E,-119.73790263156152,34.45048455965892,State,True
2085,192,,5,SB,,5.99,,B,"SANTA BARBARA, JCT. RTE. 144 SOUTH",2000,120,6.0,10,17,E,-119.67447340142688,34.44307581328923,State,True
2087,192,,5,SB,,8.28,,A,HOT SPRINGS ROAD,6700,330,4.93,18,22,E,-119.64152011199066,34.43595419187576,State,True
2089,192,,5,SB,,8.28,,B,HOT SPRINGS ROAD,3600,331,9.19,30,17,E,-119.64152011199066,34.43595419187576,State,True
2091,192,,5,SB,,8.82,,A,SAN YSIDRO ROAD,5300,318,6.0,16,17,E,-119.63208113510967,34.43697783436384,State,True
2093,193,,3,ED,,0.0,,A,"COOL, JCT. RTE. 49",6300,378,6.0,36,89,V,-121.01593292873746,38.8870029361926,State,True
2095,193,,3,ED,,12.699,,A,"GEORGETOWN, LOWER MAIN STREET",2800,122,4.37,7,12,V,-120.83996691092321,38.90541619568117,State,True
2097,193,,3,ED,,12.699,,B,"GEORGETOWN, LOWER MAIN STREET",3500,210,6.0,14,89,E,-120.83996691092321,38.90541619568117,State,True
2099,193,,3,ED,,26.95,,B,JCT. RTE. 49,1750,93,5.3,12,89,E,-120.81128936418587,38.73761179675109,State,True
2101,193,,3,PLA,,10.194,,B,"NEWCASTLE, JCT. RTE. 80",6700,657,9.8,59,97,E,-121.12595275377188,38.87822910631157,State,True
2103,193,,3,PLA,,3.0,,A,SIERRA COLLEGE BOULEVARD,9500,891,9.38,223,6,E,-121.23800451587674,38.88654313970986,State,True
2105,193,,3,PLA,,3.0,,B,SIERRA COLLEGE BOULEVARD,5900,553,9.38,138,6,E,-121.23800451587674,38.88654313970986,State,True
2107,193,,3,PLA,,9.77,,A,TAYLOR ROAD,6700,596,8.9,61,97,E,-121.13171535109811,38.87751515229616,State,True
2109,193,,3,PLA,,9.77,,B,TAYLOR ROAD,4250,251,5.9,33,97,E,-121.13171535109811,38.87751515229616,State,True
2111,197,,1,DN,R,0.0,,A,JCT. RTE. 199,2250,265,11.79,27,22,V,-124.08125301121683,41.805652104310305,State,True
2113,197,,1,DN,R,1.285,,B,SIMPSON PARK DR.,2600,279,10.73,38,19,V,-124.09254921721849,41.81716315225943,State,True
2115,197,,1,DN,,7.08,,B,JCT. RTE. 101,3000,246,8.2,36,19,V,-124.1367259554065,41.881614231771614,State,True
2117,198,,5,MON,,13.995,,A,JCT. RTE. 25 NORTH,680,175,25.74,34,23,E,-120.82119697957418,36.18723525369358,State,True
2119,198,,5,MON,,13.995,,B,JCT. RTE. 25 NORTH,700,180,25.71,28,23,E,-120.82119697957418,36.18723525369358,State,True
2121,198,,6,FRE,,12.33,,A,PARKFIELD JUNCTION,800,147,18.33,26,17,V,-120.48067114955222,36.08199128429822,State,True
2123,198,,6,FRE,,12.33,,B,PARKFIELD JUNCTION,750,176,23.45,39,20,E,-120.48067114955222,36.08199128429822,State,True
2125,198,,6,FRE,,21.19,,B,FIRESTONE AVENUE,830,162,19.52,24,17,V,-120.37437048364302,36.12195308382199,State,True
2127,198,,6,FRE,,22.65,,B,JCT. RTE. 33,6100,1342,22.0,236,11,E,-120.36029572199226,36.13972694069218,State,True
2129,198,,6,FRE,,22.66,,A,JCT. RTE. 33,1800,379,21.08,63,20,V,-120.31532372594442,36.24626195468128,State,True
2131,198,,6,FRE,,26.814,,A,JCT. RTE. 5,4350,1225,28.17,294,20,V,-120.24397520428484,36.254382184677794,State,True
2133,198,,6,FRE,,26.814,,B,JCT. RTE. 5,1800,271,15.05,38,17,V,-120.24397520428484,36.254382184677794,State,True
2135,198,,6,FRE,,34.66,,A,JCT. RTE. 269,5000,981,19.61,220,20,E,-120.10358986934808,36.25538345820413,State,True
2137,198,,6,KIN,R,15.745,,A,HANFORD/ARMONA ROAD,40500,5123,12.65,533,21,V,-119.69296159594995,36.3139556101839,State,True
2139,198,,6,KIN,R,15.745,,B,HANFORD/ARMONA ROAD,42000,5137,12.23,517,21,V,-119.69296159594995,36.3139556101839,State,True
2141,198,,6,KIN,R,17.912,,A,"HANFORD, 11TH AVENUE",32000,2880,9.0,488,20,E,-119.65539933196364,36.32126215277233,State,True
2143,198,,6,KIN,R,17.912,,B,"HANFORD, 11TH AVENUE",40500,3645,9.0,505,20,E,-119.65539933196364,36.32126215277233,State,True
2145,198,,6,KIN,R,20.975,,A,JCT. RTE. 43,34000,2975,8.75,529,21,V,-119.60094016262323,36.32516246735067,State,True
2147,198,,6,KIN,R,20.975,,B,JCT. RTE. 43,33000,2970,9.0,503,20,E,-119.60094016262323,36.32516246735067,State,True
2149,198,,6,KIN,R,8.897,,A,JCT. RTE. 41,25000,2688,10.75,503,21,V,-119.80807012823561,36.282156738023325,State,True
2151,198,,6,KIN,,4.992,,A,AVENAL CUTOFF ROAD,20400,2142,10.5,407,20,E,-119.8695776356021,36.25557797087037,State,True
2153,198,,6,KIN,,4.992,,B,AVENAL CUTOFF ROAD,14800,1504,10.16,264,21,V,-119.8695776356021,36.25557797087037,State,True
2155,198,,6,KIN,,8.897,,B,JCT. RTE. 41,21000,2205,10.5,419,20,E,-119.80807012823561,36.282156738023325,State,True
2157,198,,6,TUL,R,11.719,,A,LOVERS LANE,37000,3308,8.94,301,21,V,-119.26101289265152,36.32752281866189,State,True
2159,198,,6,TUL,R,11.719,,B,LOVERS LANE,49500,4455,9.0,522,20,E,-119.26101289265152,36.32752281866189,State,True
2161,198,,6,TUL,R,14.653,,A,COUNTY ROAD 164,27000,2430,9.0,285,20,E,-119.20847927200407,36.32667945995762,State,True
2163,198,,6,TUL,R,14.653,,B,COUNTY ROAD 164,32500,2766,8.51,286,21,V,-119.20847927200407,36.32667945995762,State,True
2165,198,,6,TUL,R,18.761,,A,JCT. RTE. 65 SOUTH,16200,1583,9.77,172,20,V,-119.13489645338328,36.326137500839245,State,True
2167,198,,6,TUL,R,18.761,,B,JCT. RTE. 65 SOUTH,22900,2482,10.84,250,21,V,-119.13489645338328,36.326137500839245,State,True
2169,198,,6,TUL,R,19.762,,A,JCT. RTE. 245 NORTH,7600,684,9.0,80,20,E,-119.11694855867266,36.32574523113274,State,True
2171,198,,6,TUL,R,3.835,R,A,JCT. RTE. 99,61000,5893,9.66,990,21,V,-119.40691208859879,36.32619845522564,State,True
2172,198,,6,TUL,R,3.835,R,B,JCT. RTE. 99,15700,1481,9.43,244,21,E,-119.40691208859879,36.32619845522564,State,True
2173,198,,6,TUL,R,4.796,,A,ALTA AVENUE; COUNTY ROAD 80,66000,5181,7.85,635,21,V,-119.39001601418633,36.327198973316555,State,True
2175,198,,6,TUL,R,8.753,,A,"VISALIA, JCT. RTE. 63 SOUTH",72000,3960,5.5,553,20,E,-119.31410359184427,36.32689008970362,State,True
2177,198,,6,TUL,R,8.753,,B,"VISALIA, JCT. RTE. 63 SOUTH",76000,4180,5.5,519,20,E,-119.31410359184427,36.32689008970362,State,True
2179,198,,6,TUL,R,9.967,,A,"VISALIA, JCT. RTE. 63 NORTH",60000,5400,9.0,633,20,E,-119.29227390341612,36.32684113672481,State,True
2181,198,,6,TUL,,27.96,,A,JCT. RTE. 216 WEST,4700,329,7.0,17,20,V,-119.0218137909466,36.395243694348125,State,True
2183,198,,6,TUL,,27.96,,B,JCT. RTE. 216 WEST,4800,342,7.13,21,20,V,-119.0218137909466,36.395243694348125,State,True
2185,198,,6,TUL,,38.49,,A,"THREE RIVERS, NORTH FORK DRIVE",3750,79,2.1,4,20,E,-118.9054493698763,36.43776437776387,State,True
2187,198,,6,TUL,,38.49,,B,"THREE RIVERS, NORTH FORK DRIVE",3950,98,2.47,5,20,E,-118.9054493698763,36.43776437776387,State,True
2189,198,,6,TUL,,42.35,,A,"THREE RIVERS, MINERAL KING ROAD",2100,54,2.55,2,20,E,-118.85923020768523,36.466771046265634,State,True
2191,198,,6,TUL,,44.163,,B,SEQUOIA NATIONAL PARK BOUNDARY,2100,32,1.5,2,20,E,-118.83823784073,36.481652135998694,State,True
2193,198,,6,TUL,,7.76,,B,DEMAREE ROAD,69000,4457,6.46,545,21,V,-119.33183854361178,36.327040870330286,State,True
2195,199,,1,DN,T,0.506,R,A,JCT. RTE. 101,2700,422,15.63,65,16,E,-124.14790278878164,41.80270994223492,US,True
2196,199,,1,DN,,36.408,,B,OREGON STATE LINE,4700,798,16.98,108,18,V,-123.72144470258574,41.996884470738074,US,True
2198,199,,1,DN,,4.37,,A,JCT. RTE. 197 NORTH,5000,628,12.56,58,23,V,-124.08128698190762,41.80568736480381,US,True
2200,1,,12,ORA,R,0.129,,A,"DANA POINT, JCT. RTE. 5",38250,2379,6.22,223,18,E,-117.66993354043888,33.46709980413509,State,True
2202,1,,12,ORA,R,0.78,,A,"DANA POINT, DOHENY PARK ROAD",38900,1894,4.87,177,3,E,-117.67887995757484,33.464177530192096,State,True
2204,1,,12,ORA,,19.797,,A,"NEWPORT BEACH, JCT. RTE. 55, NEWPORT BOULEVARD",49600,397,0.8,34,19,E,-117.92906148734595,33.62127920615473,State,True
2206,1,,12,ORA,,19.797,,B,"NEWPORT BEACH, JCT. RTE. 55, NEWPORT BOULEVARD",49600,565,1.14,35,19,E,-117.92906148734595,33.62127920615473,State,True
2208,1,,12,ORA,,21.549,,B,SANTA ANA RIVER BRIDGE,38800,272,0.7,24,19,E,-117.95642661521612,33.630598055305796,State,True
2210,1,,12,ORA,,23.739,,B,"HUNTINGTON BEACH, JCT. RTE. 39 NORTH, BEACH BOULEVARD",38300,306,0.8,26,19,E,-117.98824590826855,33.648673114748576,State,True
2212,1,,12,ORA,,9.418,,A,"LAGUNA BEACH, JCT. RTE. 133 NORTH",38800,675,1.74,60,19,E,-117.78533058913594,33.54274318065363,State,True
2214,1,,12,ORA,,9.418,,B,"LAGUNA BEACH, JCT. RTE. 133 NORTH",38800,675,1.74,60,19,E,-117.78533058913594,33.54274318065363,State,True
