OBJECTID,RTE,RTE_SFX,DISTRICT,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,EAL,EST_YEAR,EST_CODE,longitude,latitude,RouteType,route_type_matched
2216,1,,1,MEN,R,55.78,,B,NORTH LIMITS CASPAR,8480,734,8.66,46,23,V,-123.81525749426832,39.37230779573206,State,True
2218,1,,1,MEN,,105.578,,B,"LEGGETT, JCT. RTE. 101",630,55,8.75,7,19,V,-123.71360646694723,39.868169995069415,State,True
2220,1,,1,MEN,,2.5,,O,SONOMA/MENDOCINO COUNTY LINE,1840,285,15.49,32,21,V,-123.55225741771959,38.78392684373287,State,True
2222,1,,1,MEN,,40.273,,A,JCT. RTE. 128 EAST,2830,279,9.86,31,19,V,-123.74661341095869,39.19753858620234,State,True
2224,1,,1,MEN,,40.273,,B,JCT. RTE. 128 EAST,3000,205,6.83,18,19,V,-123.74661341095869,39.19753858620234,State,True
2226,1,,1,MEN,,5.09,,A,FISH ROCK ROAD,3100,172,5.55,10,19,V,-123.5854289259046,38.8035542359336,State,True
2228,1,,1,MEN,,5.09,,B,FISH ROCK ROAD,3100,170,5.48,10,18,V,-123.5854289259046,38.8035542359336,State,True
2230,1,,1,MEN,,59.803,,A,JCT. RTE. 20 EAST,4850,174,3.59,17,19,V,-123.80792221727253,39.420129240945315,State,True
2232,1,,1,MEN,,59.803,,B,JCT. RTE. 20 EAST,11000,679,6.17,60,19,V,-123.80792221727253,39.420129240945315,State,True
2234,1,,1,MEN,,90.874,,B,JCT. RTE. 211 NORTH,570,86,15.17,17,16,E,-123.8315373082262,39.78035930534062,State,True
2236,1,,4,MRN,,0.65,,B,"TAMALPAIS JUNCTION, ALMONTE BOULEVARD",31500,469,1.49,53,4,V,-122.5249492609443,37.882157255731286,State,True
2238,1,,4,MRN,,0.0,,A,JCT. RTE. 101,31500,718,2.28,49,4,V,-122.51631238618725,37.880229929996354,State,True
2240,1,,4,MRN,,17.2,,B,BOLINAS ROAD,2700,41,1.52,3,4,V,-122.70015173681817,37.93571184034926,State,True
2242,1,,4,MRN,,26.509,,A,"SIR FRANCIS DRAKE BOULEVARD, SOUTH",3600,157,4.37,11,1,V,-122.7877731221703,38.04050219226558,State,True
2244,1,,4,MRN,,3.35,,A,SOUTH JCT. PANORAMIC HIGHWAY,3700,30,0.82,1,4,V,-122.55376971976186,37.884094205328005,State,True
2246,1,,4,MRN,,45.36,,A,TOMALES/PETALUMA ROADS,1450,30,2.1,4,1,E,-122.90516290635703,38.24194493088871,State,True
2248,1,,4,SF,,1.897,,A,"SAN FRANCISCO, JCT. RTE. 35",67000,1072,1.6,122,4,V,-122.47508176729659,37.73464070873768,State,True
2250,1,,4,SF,,4.05,,B,"SAN FRANCISCO, LINCOLN WAY",67000,1045,1.56,109,4,V,-122.4772807020766,37.76544654891765,State,True
2252,1,,4,SF,,7.077,,B,JCT. RTE. 101,61000,1342,2.2,97,1,E,-122.4694554515855,37.80327941916594,State,True
2254,1,,4,SM,R,43.464,,B,"PACIFICA, SHARP PARK ROAD INTERCHANGE",48000,965,2.01,97,4,V,-122.48764634058051,37.62604709093029,State,True
2256,1,,4,SM,R,46.722,,A,"DALY CITY, JCT. RTE. 35",70000,1183,1.69,170,7,V,-122.48503052821984,37.66830258691693,State,True
2258,1,,4,SM,R,46.722,,B,"DALY CITY, JCT. RTE. 35",49500,980,1.98,90,4,V,-122.48503052821984,37.66830258691693,State,True
2260,1,,4,SM,R,47.802,,B,SOUTH JCT. RTE. 280,76000,471,0.62,35,4,V,-122.47133808326579,37.67796229431955,State,True
2262,1,,4,SM,R,48.359,,A,NORTH JCT. RTE. 280,91000,1247,1.37,112,8,V,-122.47143793999275,37.70500669925596,State,True
2264,1,,4,SM,,18.189,,A,JCT. RTE. 84 EAST,6800,524,7.7,82,4,V,-122.39987749228291,37.32455436027993,State,True
2266,1,,4,SM,,18.189,,B,JCT. RTE. 84 EAST,6100,309,5.06,56,4,V,-122.39987749228291,37.32455436027993,State,True
2268,1,,4,SM,,26.432,,B,MIRAMONTES POINT ROAD,8200,411,5.01,55,4,V,-122.42670302012822,37.4313697468471,State,True
2270,1,,4,SM,,29.036,,A,"HALF MOON BAY, JCT. RTE. 92 EAST",25000,795,3.18,91,4,V,-122.43342818563754,37.468011633217145,State,True
2272,1,,4,SM,,29.036,,B,"HALF MOON BAY, JCT. RTE. 92 EAST",27500,726,2.64,92,4,V,-122.43342818563754,37.468011633217145,State,True
2274,1,,4,SM,,35.334,,B,VALLEMAR/ETHELDORE STREETS,15300,1163,7.6,108,4,V,-122.5146336801613,37.528734328833345,State,True
2276,1,,4,SM,,40.959,,A,"PACIFICA, LINDA MAR BOULEVARD",33500,905,2.7,87,7,V,-122.50382727158515,37.59594350868015,State,True
2278,1,,4,SON,R,33.038,,A,"FORT ROSS, FORT ROSS ROAD",1950,121,6.2,17,1,E,-123.2464360547453,38.51849283829022,State,True
2280,1,,4,SON,,0.19,,B,VALLEY FORD ROAD,1150,39,3.43,1,1,V,-122.89653694074077,38.31644399190111,State,True
2282,1,,4,SON,,20.1,,A,JCT. RTE. 116 EAST,3050,177,5.8,17,1,E,-123.10447472715221,38.43706622730103,State,True
2284,1,,4,SON,,20.1,,B,JCT. RTE. 116 EAST,2400,66,2.76,6,1,V,-123.10447472715221,38.43706622730103,State,True
2286,1,,4,SON,,48.112,,A,STEWARTS POINT/SKAGGS SPRINGS ROAD,1750,174,9.93,17,1,V,-123.39945745628614,38.65191821378598,State,True
2288,1,,4,SON,,48.112,,B,STEWARTS POINT/SKAGGS SPRINGS ROAD,1750,179,10.25,18,1,V,-123.39945745628614,38.65191821378598,State,True
2290,1,,4,SON,,5.38,,A,BODEGA HIGHWAY,8200,512,6.24,27,1,V,-122.97743547374544,38.33714742531666,State,True
2292,1,,5,MON,R,78.119,,A,"MONTEREY, JCT. RTE. 68 EAST",57000,2850,5.0,283,17,E,-121.86839055070256,36.59506014908006,State,True
2294,1,,5,MON,R,78.119,,B,"MONTEREY, JCT. RTE. 68 EAST",89000,4450,5.0,334,17,E,-121.86839055070256,36.59506014908006,State,True
2296,1,,5,MON,R,79.357,,A,"SEASIDE, JCT. RTE. 218",69000,3450,5.0,385,17,E,-121.85784445592944,36.61008985468078,State,True
2298,1,,5,MON,R,79.357,,B,"SEASIDE, JCT. RTE. 218",70000,3500,5.0,366,17,E,-121.85784445592944,36.61008985468078,State,True
2300,1,,5,MON,R,80.679,,A,ORD VILLAGE INTERCHANGE,83000,4150,5.0,507,17,E,-121.84203088377369,36.62400218175524,State,True
2302,1,,5,MON,R,89.185,,O,"SALINAS RIVER BRIDGE, CASTROVILLE, SOUTH",37500,2625,7.0,453,17,E,-121.78324815441185,36.73131881614393,State,True
2304,1,,5,MON,R,90.979,,A,"CASTROVILLE, JCT. RTE. 156 WEST",17500,1575,9.0,249,17,E,-121.76564339458018,36.753039748899624,State,True
2306,1,,5,MON,R,90.979,,B,"CASTROVILLE, JCT. RTE. 156 WEST",49000,3920,8.0,694,17,E,-121.76564339458018,36.753039748899624,State,True
2308,1,,5,MON,T,101.04,,A,SALINAS/PAJARO ROADS,41000,4510,11.0,694,17,E,-121.77001248122022,36.86989276206251,State,True
2310,1,,5,MON,T,101.04,,B,SALINAS/PAJARO ROADS,29500,3245,11.0,501,17,E,-121.77001248122022,36.86989276206251,State,True
2312,1,,5,MON,T,92.213,,A,"CASTROVILLE, JCT. RTE. 183",27500,2750,10.0,414,17,E,-121.76543327324534,36.77082735404064,State,True
2314,1,,5,MON,,18.91,,O,KIRK CREEK,1300,26,2.0,2,17,E,-121.49423720430116,35.98885148365681,State,True
2316,1,,5,MON,,46.595,,O,BIG SUR RIVER BRIDGE,3500,105,3.0,6,17,E,-121.786183334924,36.25002534532693,State,True
2318,1,,5,MON,,62.972,,O,"BIG SUR, GARRAPATA CREEK BRIDGE",5400,108,2.0,8,17,E,-121.91394928856472,36.41684636777558,State,True
2320,1,,5,MON,,72.921,,A,"CARMEL VALLEY ROAD, CARMEL, SOUTH",36000,1800,5.0,116,17,E,-121.908428500645,36.5434655943369,State,True
2322,1,,5,MON,,72.921,,B,"CARMEL VALLEY ROAD, CARMEL, SOUTH",16500,376,2.28,34,23,E,-121.908428500645,36.5434655943369,State,True
2324,1,,5,MON,,75.135,,A,"JCT. RTE. 68, CARMEL- PACIFIC GROVE",64000,2560,4.0,203,17,E,-121.91225650144669,36.57464546428917,State,True
2326,1,,5,MON,,75.135,,B,"JCT. RTE. 68, CARMEL- PACIFIC GROVE",48000,2400,5.0,170,17,E,-121.91225650144669,36.57464546428917,State,True
2328,1,,5,SB,M,29.891,,A,VANDENBERG AIR FORCE BASE,17200,1892,11.0,239,18,E,-120.520528980992,34.75087876573776,State,True
2330,1,,5,SB,M,29.891,,B,VANDENBERG AIR FORCE BASE,17400,1914,11.0,236,18,E,-120.520528980992,34.75087876573776,State,True
2332,1,,5,SB,M,36.189,,B,"JCT. RTE. 135, VANDENBURG, NORTH",17100,1881,11.0,271,18,E,-120.44291692726779,34.8010579601604,State,True
2334,1,,5,SB,R,23.296,,A,LOMPOC/CASMALIA ROAD,19500,1365,7.0,119,18,E,-120.45590664712452,34.67835304392166,State,True
2336,1,,5,SB,R,34.777,,A,"ORCUTT, JCT. RTE. 135 NORTH",3500,1182,33.77,123,22,E,-120.45246679128913,34.85403930325986,State,True
2338,1,,5,SB,R,34.777,,B,"ORCUTT, JCT. RTE. 135 NORTH",20600,2266,11.0,328,18,E,-120.45246679128913,34.85403930325986,State,True
2340,1,,5,SB,,19.251,,A,"LOMPOC, SOUTH JCT. RTE. 246",13300,3059,23.0,437,18,E,-120.43595779374607,34.64124771134089,State,True
2342,1,,5,SB,,19.251,,B,"LOMPOC, SOUTH JCT. RTE. 246",8000,866,10.82,98,22,E,-120.43595779374607,34.64124771134089,State,True
2344,1,,5,SB,,20.565,,A,"LOMPOC, NORTH JCT. RTE. 246",11700,1287,11.0,141,18,E,-120.45788567342468,34.63899526805691,State,True
2346,1,,5,SB,,20.565,,B,"LOMPOC, NORTH JCT. RTE. 246",12400,1612,13.0,172,18,E,-120.45788567342468,34.63899526805691,State,True
2348,1,,5,SB,,22.519,,B,"LOMPOC, SANTA YNEZ RIVER BRIDGE",25000,3000,12.0,419,18,E,-120.45758628290679,34.66730309992338,State,True
2350,1,,5,SB,,41.81,,A,CASMALIA ROAD,3200,352,11.01,37,18,V,-120.49739932344819,34.881360130779655,State,True
2352,1,,5,SB,,49.199,,A,"GUADALUPE, JCT. RTE. 166 EAST",6700,804,12.0,76,18,E,-120.57402752610356,34.95751932136521,State,True
2354,1,,5,SB,,49.199,,B,"GUADALUPE, JCT. RTE. 166 EAST",3450,518,15.0,83,18,E,-120.57402752610356,34.95751932136521,State,True
2356,1,,5,SCR,R,0.716,,A,JCT. RTE. 129,46500,3720,8.0,474,17,E,-121.77409700044286,36.894363853669816,State,True
2358,1,,5,SCR,R,0.716,,B,JCT. RTE. 129,41000,4100,10.0,654,17,E,-121.77409700044286,36.894363853669816,State,True
2360,1,,5,SCR,R,2.683,,A,JCT. RTE. 152,58000,2900,5.0,298,17,E,-121.79015258592264,36.919664894658005,State,True
2362,1,,5,SCR,R,2.683,,B,JCT. RTE. 152,37500,3375,9.0,422,17,E,-121.79015258592264,36.919664894658005,State,True
2364,1,,5,SCR,,14.864,,A,SOQUEL AVENUE,90000,5400,6.0,536,17,E,-121.9862327219748,36.98715391575355,State,True
2366,1,,5,SCR,,16.821,,A,"SANTA CRUZ, JCT. RTE. 17 NORTH",54000,2700,5.0,329,17,E,-122.02141012057851,36.98965870501462,State,True
2368,1,,5,SCR,,16.821,,B,"SANTA CRUZ, JCT. RTE. 17 NORTH",83000,4150,5.0,444,17,E,-122.02141012057851,36.98965870501462,State,True
2370,1,,5,SCR,,20.611,,A,"SANTA CRUZ, NORTH CITY LIMITS",13000,1170,9.0,163,17,E,-122.06547008766108,36.96159333675047,State,True
2372,1,,5,SCR,,30.44,,B,LANDING/SWANTON ROADS,7600,456,6.0,79,17,E,-122.21621354669436,37.02845426988736,State,True
2374,1,,5,SLO,,10.9,,A,HALCYON ROAD,9500,1127,11.86,114,18,V,-120.59112690184125,35.098208158224594,State,True
2376,1,,5,SLO,,10.9,,B,HALCYON ROAD,12300,984,8.0,121,21,E,-120.59112690184125,35.098208158224594,State,True
2378,1,,5,SLO,,16.73,,B,SOUTH JCT. RTE. 101,6800,227,3.34,15,21,E,-120.6546205079441,35.15110585472872,State,True
2380,1,,5,SLO,,16.77,,A,"SAN LUIS OBISPO, NORTH JCT. RTE. 101",26500,2120,8.0,176,21,E,-120.66352673894585,35.2867146712285,State,True
2382,1,,5,SLO,,17.874,,A,HIGHLAND DRIVE,23900,1912,8.0,186,21,E,-120.67462923044297,35.299259674347155,State,True
2384,1,,5,SLO,,17.874,,B,HIGHLAND DRIVE,25500,1785,7.0,144,21,E,-120.67462923044297,35.299259674347155,State,True
2386,1,,5,SLO,,27.883,,A,BAYWOOD PARK ROAD,24500,1960,8.0,182,21,E,-120.82312043159926,35.36425513988662,State,True
2388,1,,5,SLO,,27.883,,B,BAYWOOD PARK ROAD,18000,1440,8.0,134,21,E,-120.82312043159926,35.36425513988662,State,True
2390,1,,5,SLO,,30.135,,A,JCT. RTE. 41 NORTHEAST,18000,2520,14.0,181,21,E,-120.8554516889052,35.379983360202914,State,True
2392,1,,5,SLO,,30.135,,B,JCT. RTE. 41 NORTHEAST,22500,1800,8.0,195,21,E,-120.8554516889052,35.379983360202914,State,True
2394,1,,5,SLO,,45.99,,A,JCT. RTE. 46,11000,1540,14.0,110,21,E,-121.04479349463749,35.527163677201415,State,True
2396,1,,5,SLO,,45.99,,B,JCT. RTE. 46,7400,592,8.0,50,21,E,-121.04479349463749,35.527163677201415,State,True
2398,1,,5,SLO,,56.39,,B,HEARST CASTLE STATE PARK,3400,180,5.3,10,21,E,-121.16373291221521,35.63403066732646,State,True
2400,1,,7,LA,R,34.576,,B,"SANTA MONICA, JCT. RTE. 10, SANTA MONICA FREEWAY",40000,1224,3.06,92,5,V,-118.4858926815805,34.01482105970118,State,True
2402,1,,7,LA,,0.0,,A,LOS ANGELES/ORANGE COUNTY LINE,40500,543,1.34,31,7,V,-118.10592541979568,33.75101481712639,State,True
2404,1,,7,LA,,1.973,,A,"LONG BEACH, JCT. RTE. 22, SEVENTH STREET",31500,986,3.13,122,5,V,-118.12264803491668,33.775351617938576,State,True
2406,1,,7,LA,,1.973,,B,"LONG BEACH, JCT. RTE. 22, SEVENTH STREET",24200,649,2.68,50,5,V,-118.12264803491668,33.775351617938576,State,True
2408,1,,7,LA,,11.61,,A,"LOS ANGELES, JCT. RTE. 110, HARBOR FREEWAY",53000,2862,5.4,300,5,V,-118.28201380971117,33.790631251934904,State,True
2410,1,,7,LA,,11.61,,B,"LOS ANGELES, JCT. RTE. 110, HARBOR FREEWAY",38500,1890,4.91,243,5,V,-118.28201380971117,33.790631251934904,State,True
2412,1,,7,LA,,13.1,,A,"LOS ANGELES, JCT. RTE. 213, WESTERN AVENUE",57000,2702,4.74,289,5,V,-118.30757754863704,33.789535693329846,State,True
2414,1,,7,LA,,16.005,,A,"TORRANCE, JCT. RTE. 107, HAWTHORNE BOULEVARD",39500,1315,3.33,82,5,V,-118.35110817984517,33.8051032552836,State,True
2416,1,,7,LA,,16.005,,B,"TORRANCE, JCT. RTE. 107, HAWTHORNE BOULEVARD",36000,1318,3.66,88,5,V,-118.35110817984517,33.8051032552836,State,True
2418,1,,7,LA,,21.919,,A,"MANHATTAN BEACH, ARTESIA BOULEVARD",42500,1415,3.33,88,5,E,-118.39548393708947,33.87283812225389,State,True
2420,1,,7,LA,,21.919,,B,"MANHATTAN BEACH, ARTESIA BOULEVARD",44000,1465,3.33,91,5,E,-118.39548393708947,33.87283812225389,State,True
2422,1,,7,LA,,25.924,,B,"LOS ANGELES, JCT. RTE. 105, GLENN ANDERSON FREEWAY",58000,1786,3.08,180,5,V,-118.39602682674489,33.93110666691522,State,True
2424,1,,7,LA,,27.363,,A,"LOS ANGELES, LOS ANGELES INTERNATIONAL AIRPORT, VIA LINCOLN BOULEVARD",34500,745,2.16,45,5,E,-118.39627321666104,33.9517919877949,State,True
2426,1,,7,LA,,29.084,,A,"LOS ANGELES, MANCHESTER AVENUE",53000,1145,2.16,69,5,E,-118.41921287872563,33.95979849166782,State,True
2428,1,,7,LA,,31.29,,A,"LOS ANGELES, JCT. RTE. 90, MARINA FREEWAY",61000,1531,2.51,110,5,V,-118.4426785304402,33.984729861744576,State,True
2430,1,,7,LA,,31.29,,B,"LOS ANGELES, JCT. RTE. 90, MARINA FREEWAY",48500,1048,2.16,64,5,V,-118.4426785304402,33.984729861744576,State,True
2432,1,,7,LA,,35.17,,O,"SANTA MONICA, MCCLURE TUNNEL",62000,3367,5.43,304,5,V,-118.49460693362285,34.01143930236037,State,True
2434,1,,7,LA,,40.769,,A,"JCT. RTE. 27, TOPANGA CANYON BOULEVARD",46000,1398,3.04,83,5,V,-118.57930956595443,34.04014959934658,State,True
2436,1,,7,LA,,40.769,,B,"JCT. RTE. 27, TOPANGA CANYON BOULEVARD",49500,1332,2.69,88,5,V,-118.57930956595443,34.04014959934658,State,True
2438,1,,7,LA,,59.901,,A,"MALIBU, JCT. RTE. 23, DECKER CANYON ROAD",10900,592,5.43,43,5,E,-118.89441504523782,34.04152700921045,State,True
2440,1,,7,LA,,59.901,,B,"MALIBU, JCT. RTE. 23, DECKER CANYON ROAD",11400,619,5.43,45,5,V,-118.89441504523782,34.04152700921045,State,True
2442,1,,7,LA,,7.288,,A,"LONG BEACH, JCT. RTE. 710, LONG BEACH FREEWAY",36000,6847,19.02,1524,4,V,-118.2073268969275,33.7900157561233,State,True
2444,1,,7,LA,,7.288,,B,"LONG BEACH, JCT. RTE. 710, LONG BEACH FREEWAY",37500,2258,6.02,243,5,V,-118.2073268969275,33.7900157561233,State,True
2446,1,,7,LA,,8.266,,A,"LONG BEACH, JCT. RTE. 103, TERMINAL ISLAND FREEWAY",30000,7401,24.67,1521,5,V,-118.22462974556859,33.789899595239646,State,True
2448,1,,7,LA,,8.266,,B,"LONG BEACH, JCT. RTE. 103, TERMINAL ISLAND FREEWAY",31500,6908,21.93,1552,7,V,-118.22462974556859,33.789899595239646,State,True
2450,1,,7,VEN,R,15.053,,B,"OXNARD, PLEASANT VALLEY ROAD/RICE AVENUE",11400,746,6.54,78,5,V,-119.1423298847986,34.166329614649065,State,True
2452,1,,7,VEN,,21.075,,B,"OXNARD, JCT. RTE. 101, VENTURA FREEWAY",27000,740,2.74,60,6,E,-119.18083148383984,34.239855533256026,State,True
2454,1,,7,VEN,,21.25,,A,"OXNARD, JCT. RTE. 101, VENTURA FREEWAY",3900,347,8.91,42,7,V,-119.334767185287,34.29009852667312,State,True
2456,1,,7,VEN,,27.675,,A,"SEACLIFF COLONY, JCT. RTE. 101, VENTURA FREEWAY",540,51,9.41,6,7,E,-119.41671000711449,34.34327580690787,State,True
2458,1,,7,VEN,,9.866,,O,CALLEGUAS CREEK,9900,645,6.52,51,5,V,-119.08175592464168,34.112469103691,State,True
2460,200,,1,HUM,R,0.0,,A,JCT. RTE. 101,2350,99,4.2,12,17,E,-124.09859526355955,40.92100896433447,State,True
2462,200,,1,HUM,R,2.681,,B,JCT. RTE. 299,2200,117,5.3,14,17,E,-124.05810407043712,40.91011356693138,State,True
2464,201,,6,FRE,,0.0,,A,"KINGSBURG, JCT. RTE. 99",14700,2134,14.52,275,20,E,-119.56132229904361,36.517875679905785,State,True
2466,201,,6,TUL,L,13.98,,A,JCT. RTE. 63,5400,702,13.0,103,20,V,-119.28720658415352,36.486695045772244,State,True
2468,201,,6,TUL,,1.4,,A,ROAD 28,5800,738,12.72,84,20,V,-119.51215819165326,36.51788440467302,State,True
2470,201,,6,TUL,,13.97,,B,JCT. RTE. 63,1200,115,9.57,15,20,V,-119.2867387738929,36.51574675676649,State,True
2472,201,,6,TUL,,23.957,,B,JCT. RTE. 245,1550,180,11.59,16,20,V,-119.1223881999761,36.471726011744856,State,True
2474,201,,6,TUL,,7.95,,A,ALTA AVENUE,3300,284,8.6,38,17,E,-119.39475880267949,36.51687331925407,State,True
2476,201,,6,TUL,,7.95,,B,ALTA AVENUE,3700,320,8.65,50,17,E,-119.39475880267949,36.51687331925407,State,True
2478,202,,9,KER,R,1.476,,A,TEHACHAPI MENS PRISON,1650,33,2.0,7,3,E,-118.57479531425942,35.12370982428854,State,True
2480,202,,9,KER,R,5.5,,B,OLD TOWN ROAD,9200,184,2.0,33,3,E,-118.52144101342965,35.11265526225853,State,True
2482,202,,9,KER,R,7.4,,B,WOODFORD ROAD,13200,876,6.64,52,22,V,-118.49487211000654,35.12427766223639,State,True
2484,202,,9,KER,,12.008,,B,JCT. RTE. 58,13400,1206,9.0,238,3,E,-118.46735931886658,35.14143609526295,State,True
2486,203,,9,MNO,L,0.0,,A,MINARET SUMMIT,620,11,1.7,1,93,E,-119.05785767033741,37.65396117623702,State,True
2488,203,,9,MNO,R,4.49,,B,"MAMMOTH, FOREST TRAIL ROAD",4600,248,5.4,14,22,V,-118.9850168843958,37.65185683433907,State,True
2490,203,,9,MNO,R,8.56,,B,JCT. RTE. 395,8900,1011,11.36,61,22,V,-118.91673932270524,37.64128156773592,State,True
2492,204,,6,KER,R,0.0,,A,"BAKERSFIELD, JCT. RTE. 58",24400,2928,12.0,473,3,E,-119.00294610403002,35.352463605900546,State,True
2494,204,,6,KER,,3.087,,A,"BAKERSFIELD, CALIFORNIA AVENUE",29000,2610,9.0,415,3,E,-119.00288465836627,35.368446362055415,State,True
2496,204,,6,KER,,3.087,,B,"BAKERSFIELD, CALIFORNIA AVENUE",29500,3245,11.0,516,3,E,-119.00288465836627,35.368446362055415,State,True
2498,204,,6,KER,,4.057,,A,"BAKERSFIELD, 24TH STREET",25000,2250,9.0,358,3,E,-119.00757913905672,35.381248509357334,State,True
2500,204,,6,KER,,4.235,,A,"BAKERSFIELD, JCT. RTE. 178",29500,2655,9.0,422,3,E,-119.00993497897416,35.382142545114064,State,True
2502,204,,6,KER,,4.235,,B,"BAKERSFIELD, JCT. RTE. 178",25000,2250,9.0,364,3,E,-119.00993497897416,35.382142545114064,State,True
2504,204,,6,KER,,6.752,,B,"BAKERSFIELD, JCT. RTE. 99",25000,1750,7.0,164,21,E,-119.04532212431526,35.40418066564916,State,True
2506,205,,10,SJ,R,12.686,,B,JCT. RTE. 5,102000,11659,11.43,2698,4,V,-121.33189117243187,37.767023275651155,Interstate,True
2508,205,,10,SJ,R,3.369,,B,OLD ROUTE 50,89000,10680,12.0,2471,4,E,-121.49495665602907,37.741112527749884,Interstate,True
2510,205,,10,SJ,R,8.127,,A,"TRACY, MAC ARTHUR DRIVE",130000,18928,14.56,4041,21,E,-121.41508511658311,37.76404989369492,Interstate,True
2512,205,,4,ALA,,0.213,,A,JCT. RTE. 580,135000,16200,12.0,3885,6,V,-121.56163421309573,37.7427144652014,Interstate,True
2514,207,,10,ALP,,0.0,,A,JCT. RTE. 4,750,45,6.0,9,98,V,-120.01946663959501,38.48256351565804,State,True
2516,207,,10,ALP,,1.36,,B,MT. REBA SKI RESORT,740,24,3.24,5,98,E,-120.03459292959148,38.492165181665506,State,True
2518,20,,1,LAK,,12.199,,A,LUCERNE CUTOFF,12000,934,7.78,146,16,E,-122.87010059900918,39.12989952531988,State,True
2520,20,,1,LAK,,12.199,,B,LUCERNE CUTOFF,9800,939,9.58,143,17,V,-122.87010059900918,39.12989952531988,State,True
2522,20,,1,LAK,,18.53,,B,"LUCERNE, EAST; BELL RAY AVENUE",8700,677,7.78,106,16,E,-122.78315239226635,39.07655085320242,State,True
2524,20,,1,LAK,,31.62,,A,JCT. RTE. 53 SOUTH,7300,906,12.41,137,17,V,-122.61374012613389,39.0088458073439,State,True
2526,20,,1,LAK,,31.62,,B,JCT. RTE. 53 SOUTH,8500,915,10.76,176,17,V,-122.61374012613389,39.0088458073439,State,True
2528,20,,1,LAK,,8.319,,A,JCT. RTE. 29 SOUTH,7550,869,11.51,126,16,E,-122.92112685559302,39.163375223707234,State,True
2530,20,,1,LAK,,8.319,,B,JCT. RTE. 29 SOUTH,10020,948,9.46,162,17,V,-122.92112685559302,39.163375223707234,State,True
2532,20,,1,MEN,L,35.956,,B,NORTH JCT. RTE. 101,6400,453,7.08,63,15,V,-123.32440839039063,39.37591350819554,State,True
2534,20,,1,MEN,R,0.0,,A,"JCT. RTE. 1, FORT BRAGG, SOUTH",8700,954,10.97,111,16,E,-123.80792221727253,39.420129240945315,State,True
2536,20,,1,MEN,R,38.054,,B,POTTER VALLEY ROAD,5790,1222,21.11,163,23,V,-123.12593197316527,39.24552093227105,State,True
2538,20,,1,MEN,,17.285,,A,CHAMBERLAIN CREEK,2800,293,10.48,40,19,V,-123.55666509957746,39.35285960674252,State,True
2540,20,,1,MEN,,2.08,,A,SUMMER LANE,3090,378,12.23,37,23,V,-123.77085113681218,39.415132011016745,State,True
2542,20,,1,MEN,,35.39,,B,MARINA DRIVE,9806,1274,12.99,186,21,E,-123.17107712307737,39.23797573674616,State,True
2544,20,,3,COL,R,22.12,,A,"WILLIAMS, JCT. RTE. 5",7800,1482,19.0,281,86,E,-122.1499874766013,39.166709010148054,State,True
2546,20,,3,COL,R,22.12,,B,"WILLIAMS, JCT. RTE. 5",7800,828,10.61,213,7,E,-122.1499874766013,39.166709010148054,State,True
2548,20,,3,COL,,3.451,,A,JCT. RTE. 16 SOUTH,5800,615,10.61,159,7,E,-122.35886550267115,39.013082459253326,State,True
2550,20,,3,COL,,3.451,,B,JCT. RTE. 16 SOUTH,5500,800,14.55,132,6,E,-122.35886550267115,39.013082459253326,State,True
2552,20,,3,COL,,31.091,,A,"COLUSA, JCT. RTE. 45 NORTH",12900,903,7.0,171,83,E,-122.0147606974207,39.215620509976326,State,True
2554,20,,3,COL,,31.091,,B,"COLUSA, JCT. RTE. 45 NORTH",9900,792,8.0,149,83,E,-122.0147606974207,39.215620509976326,State,True
2556,20,,3,COL,,32.29,,A,"COLUSA, FREMONT STREET",12000,840,7.0,159,86,E,-122.00364239108295,39.20620450198416,State,True
2558,20,,3,NEV,R,12.24,,A,"GRASS VALLEY, JCT. RTE. 49",45500,3185,7.0,462,86,E,-121.06846362716529,39.20966594134474,State,True
2560,20,,3,NEV,R,12.92,,O,JCT. RTE. 174,33500,2178,6.5,320,85,E,-121.06083221424784,39.216369505698324,State,True
2562,20,,3,NEV,R,14.797,,A,BRUNSWICK ROAD,28500,1710,6.0,248,83,E,-121.0365448394069,39.23525546068521,State,True
2564,20,,3,NEV,R,17.398,,A,"NEVADA CITY, EAST JCT. RTE. 49",4450,468,10.52,66,0,E,-121.01510989676571,39.26788377072034,State,True
2566,20,,3,NEV,R,17.398,,B,"NEVADA CITY, EAST JCT. RTE. 49",13500,716,5.3,101,86,V,-121.01510989676571,39.26788377072034,State,True
2568,20,,3,NEV,,31.834,,B,WASHINGTON ROAD,3400,525,15.45,74,0,E,-120.81179748814151,39.31665077885733,State,True
2570,20,,3,NEV,,45.661,,B,JCT RTE 80,3150,335,10.63,56,0,E,-120.60384683066869,39.32273731332128,State,True
2572,20,,3,SUT,R,15.598,,B,JCT. RTE. 99,33500,2010,6.0,323,86,E,-121.63456421611811,39.141726292189134,State,True
